artist_name,id,track_name,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Rush,6UGHk2cmbDC1oidVjXcCKo,Red Barchetta,Moving Pictures,0.528,0.921,2,-7.64,1,0.0524,0.0174,0.000186,0.0472,0.298,144.368,4,68,album_rock art_rock canadian_metal classic_canadian_rock classic_rock hard_rock metal progressive_rock rock,55,"['album_rock', 'art_rock', 'canadian_metal', 'classic_canadian_rock', 'classic_rock', 'hard_rock', 'metal', 'progressive_rock', 'rock']",low,Neutral
Rush,3lpDrxUkr0tIe1kmJvdK7d,YYZ,Moving Pictures,0.51,0.919,7,-8.244,1,0.0593,0.00205,0.809,0.068,0.386,141.053,4,68,album_rock art_rock canadian_metal classic_canadian_rock classic_rock hard_rock metal progressive_rock rock,59,"['album_rock', 'art_rock', 'canadian_metal', 'classic_canadian_rock', 'classic_rock', 'hard_rock', 'metal', 'progressive_rock', 'rock']",low,Neutral
Rush,0K6yUnIKNsFtfIpTgGtcHm,Limelight,Moving Pictures,0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,4,68,album_rock art_rock canadian_metal classic_canadian_rock classic_rock hard_rock metal progressive_rock rock,66,"['album_rock', 'art_rock', 'canadian_metal', 'classic_canadian_rock', 'classic_rock', 'hard_rock', 'metal', 'progressive_rock', 'rock']",low,Neutral
Rush,0hBby0yygBY1u3m6tSpZgC,The Camera Eye,Moving Pictures,0.293,0.787,5,-8.841,1,0.0438,0.00774,0.496,0.392,0.139,165.307,4,68,album_rock art_rock canadian_metal classic_canadian_rock classic_rock hard_rock metal progressive_rock rock,46,"['album_rock', 'art_rock', 'canadian_metal', 'classic_canadian_rock', 'classic_rock', 'hard_rock', 'metal', 'progressive_rock', 'rock']",low,Neutral
Rush,6cbBAD1AAYVaQR1cx89AZX,Witch Hunt,Moving Pictures,0.528,0.557,2,-10.342,0,0.0315,0.245,0.0156,0.0958,0.357,121.732,4,68,album_rock art_rock canadian_metal classic_canadian_rock classic_rock hard_rock metal progressive_rock rock,44,"['album_rock', 'art_rock', 'canadian_metal', 'classic_canadian_rock', 'classic_rock', 'hard_rock', 'metal', 'progressive_rock', 'rock']",low,Neutral
Rush,1k0GxoZYv3Yx5mNeXMOZN2,Vital Signs,Moving Pictures,0.603,0.851,0,-8.574,0,0.0584,0.0251,1.71e-05,0.318,0.627,143.218,4,68,album_rock art_rock canadian_metal classic_canadian_rock classic_rock hard_rock metal progressive_rock rock,49,"['album_rock', 'art_rock', 'canadian_metal', 'classic_canadian_rock', 'classic_rock', 'hard_rock', 'metal', 'progressive_rock', 'rock']",high,Positive
Hoody,74tqql9zP6JjF5hjkHHUXp,Like You,On And On,0.622,0.537,0,-4.435,1,0.0335,0.261,0.0,0.0781,0.25,60.018,4,61,chill_r&b k-pop k-rap korean_r&b,39,"['chill_r&b', 'k-pop', 'k-rap', 'korean_r&b']",low,Neutral
Loco,4erhEGuOGQgjv3p1bccnpn,GOOD (feat. ELO),GOOD (feat. ELO),0.818,0.599,7,-2.976,0,0.04,0.285,0.0,0.0845,0.874,96.959,4,65,k-pop k-rap korean_r&b,38,"['k-pop', 'k-rap', 'korean_r&b']",high,Positive
Park Kyung,4hRA2rCPaCOpoEIq5qXaBz,Inferiority Complex (feat. Eunha),Inferiority Complex (feat. Eunha),0.761,0.796,9,-4.277,1,0.298,0.309,0.0,0.136,0.892,102.249,4,41,unknown,46,['unknown'],high,Negative
Park Kyung,1enx9LPZrXxaVVBxas5rRm,Ordinary Love,Ordinary Love (Feat.Park Boram),0.739,0.706,9,-6.534,1,0.152,0.219,0.0,0.132,0.559,144.111,4,41,unknown,53,['unknown'],high,Positive
BTS,0WNGsQ1oAuHzNTk8jivBKW,Spring Day,You Never Walk Alone,0.539,0.846,8,-3.192,1,0.0354,0.0063,1.68e-06,0.13,0.46,106.992,4,96,k-pop k-pop_boy_group,77,"['k-pop', 'k-pop_boy_group']",low,Neutral
Lovelyz,24psBRmEw3kHjBGZfl1dmb,Ah-Choo,Lovelyz8,0.729,0.898,5,-1.029,1,0.0391,0.315,0.0,0.107,0.517,126.977,4,48,k-pop k-pop_girl_group,0,"['k-pop', 'k-pop_girl_group']",low,Neutral
LEE HI,06L1apH8kLF47dbhZ4Zg9A,BREATHE,SEOULITE,0.609,0.246,8,-8.449,1,0.0376,0.784,0.0,0.0825,0.371,123.773,4,74,k-pop,0,['k-pop'],low,Neutral
LEE HI,2qWgqPdW1OiAP8KSBH1b93,FXXK WIT US,SEOULITE,0.763,0.658,5,-5.643,0,0.147,0.0258,0.0,0.0915,0.389,80.038,4,74,k-pop,0,['k-pop'],low,Neutral
Ailee,2PTf3zh9UUsgdxQ5b0eXg8,I Will Show You,U&I,0.604,0.875,7,-1.995,0,0.0539,0.244,0.0,0.114,0.219,129.925,4,63,k-pop korean_pop,0,"['k-pop', 'korean_pop']",low,Neutral
Miso,7tIJDktakabGoHjwTTa35W,Take Me,Take Me,0.756,0.426,1,-8.75,0,0.0745,0.504,0.0394,0.0884,0.355,135.96,4,53,korean_electropop korean_r&b,58,"['korean_electropop', 'korean_r&b']",low,Neutral
Zion.T,6ToAD7ajJidQTDn72OncDG,꺼내 먹어요 (Eat),꺼내 먹어요 (Eat) - Single,0.628,0.284,4,-11.629,1,0.102,0.544,5.01e-06,0.121,0.354,91.131,4,62,k-pop k-rap korean_pop korean_r&b,0,"['k-pop', 'k-rap', 'korean_pop', 'korean_r&b']",low,Neutral
Zion.T,6yEfq48XkEzCg0TwY6Hhkb,No Make Up,No Make Up - Single,0.758,0.402,9,-5.066,1,0.0459,0.411,0.0,0.217,0.519,92.109,4,62,k-pop k-rap korean_pop korean_r&b,0,"['k-pop', 'k-rap', 'korean_pop', 'korean_r&b']",low,Neutral
KARD,1ZgfAxHQCXLt8o1VXEHHAt,Oh NaNa (Hidden. HUR YOUNG JI),"K.A.R.D Project Vol.1 ""Oh NaNa""",0.756,0.922,1,-2.683,1,0.0539,0.0615,0.000462,0.0723,0.809,100.005,4,59,k-pop,56,['k-pop'],high,Negative
KARD,4b1sQpvL7QVgamRZ74F1oA,Don't Recall,"K.A.R.D Project Vol.2 ""Don't Recall""",0.694,0.748,10,-2.93,0,0.167,0.0222,0.0,0.155,0.521,92.918,4,59,k-pop,56,['k-pop'],low,Neutral
Zion.T,0AO2yQNGcH0ASHHU5lS4lT,양화대교 (Yanghwa Brdg),양화대교 (Yanghwa Brdg) - Single,0.538,0.436,3,-8.73,0,0.0504,0.726,0.0,0.151,0.37,87.111,4,62,k-pop k-rap korean_pop korean_r&b,0,"['k-pop', 'k-rap', 'korean_pop', 'korean_r&b']",low,Neutral
Soyou & Junggigo,0g1AmSKokPboFrxmG1dxKx,Some (feat.Geeks Lil Boi),Some,0.738,0.676,11,-3.025,0,0.0507,0.446,0.0,0.253,0.961,95.04,4,57,k-pop korean_pop,64,"['k-pop', 'korean_pop']",low,Neutral
Jay Park,5S5gGOsUarzRXKoaSstwba,Me Like Yuh,Everything You Wanted,0.715,0.831,2,-6.161,1,0.0729,0.223,3.84e-06,0.132,0.805,100.006,4,71,k-pop k-rap korean_r&b,0,"['k-pop', 'k-rap', 'korean_r&b']",low,Neutral
Jay Park,4z8xFgX0Xq1T9xXomoDLJ2,사실은 The Truth Is,Everything You Wanted,0.536,0.707,10,-7.086,0,0.1,0.158,0.0,0.211,0.684,77.074,4,71,k-pop k-rap korean_r&b,0,"['k-pop', 'k-rap', 'korean_r&b']",low,Neutral
Jay Park,4Y6Voc2xpc4lPD5iKpN4o2,Solo (feat. Hoody),Everything You Wanted,0.662,0.716,4,-4.942,1,0.118,0.12,0.0,0.396,0.727,102.1,4,71,k-pop k-rap korean_r&b,0,"['k-pop', 'k-rap', 'korean_r&b']",low,Neutral
Zico,2fRojxstKd6Tz9VziOeo9n,Boys and Girls (feat. Babylon),Boys And Girls,0.817,0.747,1,-3.047,1,0.0625,0.043,0.0,0.0601,0.618,103.026,4,64,k-pop k-rap korean_r&b,0,"['k-pop', 'k-rap', 'korean_r&b']",low,Neutral
Ailee,2BPXILn0MqOe5WroVXlvN1,I will go to you like the first snow,Guardian (Original Television Soundtrack) Part 9,0.497,0.431,5,-4.755,0,0.0287,0.66,0.0,0.153,0.167,133.675,4,63,k-pop korean_pop,68,"['k-pop', 'korean_pop']",medium,Positive
LEE HI,1zl7VGjTBriRXgdHEb6z1e,Rose,First Love,0.756,0.675,2,-6.619,1,0.0375,0.0446,0.0,0.56,0.401,124.975,4,74,k-pop,0,['k-pop'],high,Positive
Jay Park,2MSjhkw47sGrjbZhColyVx,Aquaman,Everything You Wanted,0.699,0.87,10,-5.216,1,0.232,0.0856,0.0,0.0507,0.729,96.945,4,71,k-pop k-rap korean_r&b,0,"['k-pop', 'k-rap', 'korean_r&b']",low,Neutral
BTS,4ZSLc2F15wKVPjyLt169tt,Just One Day,Skool Luv Affair,0.504,0.712,9,-4.705,1,0.379,0.175,0.0,0.377,0.307,189.577,4,96,k-pop k-pop_boy_group,72,"['k-pop', 'k-pop_boy_group']",low,Neutral
BLACKPINK,67BbMuItfrHmaNqDxBPF7c,WHISTLE - KR Ver.,SQUARE ONE,0.827,0.722,6,-4.804,0,0.0945,0.00579,0.0,0.0935,0.589,102.972,4,84,k-pop k-pop_girl_group,52,"['k-pop', 'k-pop_girl_group']",low,Neutral
Eddy Kim,0yiigrFvNj02eIlqM8ZGXf,The Manual,The Manual,0.773,0.237,2,-9.745,0,0.0604,0.784,0.0,0.101,0.635,94.185,4,50,k-pop korean_pop korean_singer-songwriter,35,"['k-pop', 'korean_pop', 'korean_singer-songwriter']",low,Neutral
Jung Yong Hwa,0mtuqz4rcMYCKjF1cjmlu6,Heartstrings,Heartstrings OST Part.1,0.574,0.909,4,-3.067,0,0.0861,0.0699,0.0,0.0544,0.489,146.723,4,48,k-pop korean_pop,50,"['k-pop', 'korean_pop']",low,Neutral
Jung Yong Hwa,7dkX68UnlbaCBWNDWSrthP,See My Eyes (Heartstring OST),Korea OST Top Hits 2014,0.609,0.809,4,-9.869,0,0.0491,0.0314,0.0,0.0504,0.715,146.768,4,48,k-pop korean_pop,0,"['k-pop', 'korean_pop']",low,Neutral
CNBLUE,2sdf2x4YLaHb1k9HtE9cBs,Can't Stop,Can't Stop,0.596,0.882,1,-2.258,1,0.0697,0.621,0.0,0.0682,0.4,130.027,4,55,k-pop k-pop_boy_group,50,"['k-pop', 'k-pop_boy_group']",low,Neutral
CNBLUE,00z4wF0iJsp6GwDkQxkGs6,You're So Fine,BLUEMING,0.737,0.818,8,-2.892,1,0.0492,0.0936,0.0,0.0577,0.893,116.93,4,55,k-pop k-pop_boy_group,42,"['k-pop', 'k-pop_boy_group']",high,Positive
Jay Park,0k6ItoyE50QuW50nGYLO2v,Drive (feat. Gray),Everything You Wanted,0.651,0.749,5,-3.707,0,0.0412,0.188,0.0,0.0723,0.93,150.019,4,71,k-pop k-rap korean_r&b,0,"['k-pop', 'k-rap', 'korean_r&b']",low,Neutral
Apink,61NMqZzdUmRHw1KdS1honh,Mr. Chu,Pink LUV + Blossom,0.769,0.837,2,-3.499,1,0.0631,0.359,0.0,0.238,0.584,120.005,4,58,k-pop k-pop_girl_group,3,"['k-pop', 'k-pop_girl_group']",low,Neutral
Apink,0PibTyOTrNsVfQReWmPhc8,NoNoNo,APINK BEAST ALBUM,0.738,0.909,4,-2.657,0,0.0321,0.0967,0.0,0.0765,0.769,106.031,4,58,k-pop k-pop_girl_group,0,"['k-pop', 'k-pop_girl_group']",low,Neutral
Suzy,3JBnDOUd18QKjDqSYuOfpm,Dream,Dream,0.718,0.476,4,-9.205,1,0.139,0.422,0.0,0.0876,0.448,48.973,4,53,k-pop korean_pop,60,"['k-pop', 'korean_pop']",low,Neutral
BAEKHYUN,1dzuJ9z66RXuDV3t3gQrFI,두근거려 (Beautiful),우리 옆집에 EXO가 산다 (EXO NEXT DOOR) OST,0.547,0.642,9,-4.411,1,0.0348,0.505,9.88e-06,0.18,0.404,78.907,4,68,k-pop,0,['k-pop'],high,Positive
Suzy,3MdJSXjBarAYuuJ7rjJLDk,Ring My Bell,Uncontrollably Fond OST Part.1,0.531,0.478,8,-6.853,0,0.0528,0.753,0.0,0.103,0.408,143.81,4,53,k-pop korean_pop,52,"['k-pop', 'korean_pop']",low,Neutral
V,2LowwiemmGMzzNSH1PJprK,It's Definitely You,"HWARANG, Pt. 2 (Music from the Original TV Series)",0.737,0.731,10,-3.193,0,0.0706,0.241,0.0,0.087,0.761,94.999,4,66,korean_ost,73,['korean_ost'],high,Neutral
BIGBANG,73szhI6oOawKlv6AxgHIS8,LAST DANCE,MADE,0.621,0.673,1,-3.194,0,0.0606,0.467,0.0,0.323,0.289,143.889,4,68,k-pop k-pop_boy_group,0,"['k-pop', 'k-pop_boy_group']",low,Neutral
BIGBANG,7uzib3dSSwgUwcD3z0k3bR,FXXK IT,MADE,0.72,0.746,0,-3.143,0,0.107,0.152,0.0,0.276,0.587,90.026,4,68,k-pop k-pop_boy_group,0,"['k-pop', 'k-pop_boy_group']",low,Neutral
Hoody,23Sp4OKoHAmPehmCFsmWdX,Your Eyes (feat. Jay Park),On And On,0.397,0.686,6,-4.425,0,0.0311,0.37,1.73e-06,0.115,0.486,80.038,4,61,chill_r&b k-pop k-rap korean_r&b,50,"['chill_r&b', 'k-pop', 'k-rap', 'korean_r&b']",low,Neutral
BLACKPINK,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,As If It's Your Last,0.786,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.034,4,84,k-pop k-pop_girl_group,4,"['k-pop', 'k-pop_girl_group']",low,Neutral
G-DRAGON,5FxasBmho2yEvgXrzp9MMW,"Untitled, 2014 - KR Ver.",KWON JI YONG,0.389,0.467,4,-5.126,1,0.0347,0.787,1.39e-05,0.129,0.25,77.943,4,63,k-pop k-rap,43,"['k-pop', 'k-rap']",low,Neutral
G-DRAGON,54ASqOnnhFprbsGtNg9IEZ,OUTRO: Divina Commedia - KR Ver.,KWON JI YONG,0.69,0.6,8,-4.336,0,0.137,0.656,0.0,0.631,0.236,131.821,4,63,k-pop k-rap,16,"['k-pop', 'k-rap']",low,Neutral
SOL,08mBjtIMyRWBh4Y4ubOuiK,"EYES, NOSE, LIPS - KR Ver.",RISE,0.632,0.519,0,-5.735,1,0.0384,0.727,0.0,0.265,0.256,143.837,4,59,korean_r&b,46,['korean_r&b'],low,Neutral
TAEYANG,4VFOTZfzXPYGfaA2P43QfP,Wedding Dress,Solar,0.728,0.669,0,-4.73,1,0.0346,0.122,0.0,0.129,0.707,133.961,4,59,korean_r&b,0,['korean_r&b'],low,Neutral
AKDONG MUSICIAN,23DBqqe35rEZOKJk0qYPVy,200%,Play,0.853,0.638,1,-4.911,1,0.0536,0.379,0.0,0.27,0.872,102.06,4,65,k-pop,0,['k-pop'],low,Neutral
BLACKPINK,2tnBkiyJWLnQGsjyz4BuJJ,STAY - KR Ver.,SQUARE TWO,0.629,0.421,1,-6.746,1,0.0364,0.542,3.56e-06,0.117,0.353,87.939,4,84,k-pop k-pop_girl_group,49,"['k-pop', 'k-pop_girl_group']",low,Neutral
BTS,6RioKpKPuG1vuyU0wnlAZx,21st Century Girl,Wings,0.716,0.906,2,-3.539,1,0.0717,0.00423,0.0,0.0547,0.762,101.028,4,96,k-pop k-pop_boy_group,68,"['k-pop', 'k-pop_boy_group']",low,Neutral
EXO,2ujA6F1cpk3m8lsPE5aKua,전야 前夜 The Eve,THE WAR - The 4th Album,0.636,0.702,0,-5.352,0,0.0334,0.0223,0.0,0.293,0.516,135.104,4,75,k-pop k-pop_boy_group,70,"['k-pop', 'k-pop_boy_group']",low,Neutral
KARD,3VC1IEz9M1txlMSx3h3tPM,Hola Hola,KARD 1st Mini Album 'Hola Hola',0.843,0.807,1,-3.794,0,0.0632,0.0135,6.44e-05,0.227,0.833,104.962,4,59,k-pop,57,['k-pop'],low,Neutral
Hyuna,2FQhL0Cwk69VDrsQEzN9Tn,Roll Deep,A+,0.851,0.842,4,-3.17,0,0.214,0.00474,0.000768,0.314,0.728,102.566,4,63,k-pop,0,['k-pop'],high,Neutral
AKDONG MUSICIAN,3UMjZ9bAT1AnpcWD4aKyP8,DINOSAUR,SUMMER EPISODE,0.767,0.755,11,-3.938,0,0.03,0.303,3.62e-05,0.105,0.631,120.978,4,65,k-pop,0,['k-pop'],low,Neutral
EXO,5EzitieoPnjyKHAq0gfRMa,Ko Ko Bop,THE WAR - The 4th Album,0.749,0.85,0,-4.346,1,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983,4,75,k-pop k-pop_boy_group,68,"['k-pop', 'k-pop_boy_group']",low,Neutral
Jung Yong Hwa,2eXziVXVdsftkKrKOcyVNX,That Girl (Feat. Loco),JUNG YONG HWA 1ST MINI ALBUM DO DISTURB,0.814,0.683,8,-2.596,0,0.195,0.0943,0.0,0.0678,0.757,140.051,4,48,k-pop korean_pop,36,"['k-pop', 'korean_pop']",low,Neutral
Jay Park,7y9Xospz6eMMJBtqELet7d,Yacht (K) [feat. Sik-K],Yacht (K) [feat. Sik-K],0.726,0.772,10,-4.373,0,0.113,0.451,0.0,0.195,0.778,80.017,4,71,k-pop k-rap korean_r&b,0,"['k-pop', 'k-rap', 'korean_r&b']",low,Neutral
BTS,08eReCl8B3bV1GA247IGc2,Hold Me Tight,The Most Beautiful Moment in Life Pt.1,0.631,0.728,6,-5.111,1,0.284,0.0511,0.0,0.171,0.395,139.977,4,96,k-pop k-pop_boy_group,61,"['k-pop', 'k-pop_boy_group']",low,Negative
Jenyer,36FPRDpKyP8hJxPhJs4G17,Cliché,Cliché,0.593,0.431,9,-7.846,0,0.415,0.327,0.0,0.21,0.641,169.781,4,25,unknown,0,['unknown'],low,Neutral
EXO,5NB0u5gWcwH1D6y3euVSKI,What U do?,THE WAR - The 4th Album,0.526,0.828,6,-3.82,1,0.143,0.00773,0.0,0.296,0.663,110.182,4,75,k-pop k-pop_boy_group,48,"['k-pop', 'k-pop_boy_group']",low,Neutral
YEZI,1jHmGj123EpOxXd9S1PpFF,Anck Su Namum,Anck Su Namum,0.72,0.918,1,-2.602,0,0.0991,0.0497,1.68e-06,0.144,0.551,139.998,4,39,k-pop,37,['k-pop'],low,Neutral
JIMIN (AOA),6NB81kD2XDeTdNBksV0yxM,Call You Bae,Call You Bae,0.533,0.823,6,-4.109,1,0.252,0.0516,0.0,0.473,0.706,89.711,4,32,k-pop,38,['k-pop'],low,Neutral
BTS,7iV733e1KacKrFRaBNxVEf,Intro: Serendipity,Love Yourself 承 'Her',0.476,0.581,8,-8.795,1,0.12,0.523,0.0,0.201,0.282,129.568,4,96,k-pop k-pop_boy_group,68,"['k-pop', 'k-pop_boy_group']",low,Neutral
BTS,5SE57ljOIUJ1ybL9U6CuBH,DNA,Love Yourself 承 'Her',0.598,0.775,1,-4.035,0,0.0545,0.022,0.0,0.0677,0.687,129.819,4,96,k-pop k-pop_boy_group,73,"['k-pop', 'k-pop_boy_group']",low,Neutral
BTS,3ryjLm3oupIjJFGc39naNi,dimple,Love Yourself 承 'Her',0.612,0.844,5,-4.694,0,0.0756,0.142,0.0,0.287,0.653,134.868,4,96,k-pop k-pop_boy_group,70,"['k-pop', 'k-pop_boy_group']",low,Neutral
BTS,2SYa5Lx1uoCvyDIW4oee9b,MIC Drop,Love Yourself 承 'Her',0.667,0.889,6,-4.851,1,0.0918,0.00912,0.0,0.0816,0.541,169.959,4,96,k-pop k-pop_boy_group,67,"['k-pop', 'k-pop_boy_group']",low,Neutral
Camille Saint-Saëns,4WJ7UMD4i6DOPzyXU5pZSz,Danse macabre,French Festival,0.438,0.178,7,-20.392,0,0.0445,0.908,0.752,0.0688,0.166,114.515,4,67,classical french_romanticism late_romantic_era,48,"['classical', 'french_romanticism', 'late_romantic_era']",low,Neutral
Camille Saint-Saëns,1Kzxd1kkjaGX4JZz2CYsXB,"Piano concerto No. 2 in G Minor, Op. 22: Piano concerto No. 2 in G Minor, Op. 22: II. Allegro scherzando","Grieg, Saint-Saëns: Piano Concertos",0.33,0.0682,3,-29.917,1,0.0378,0.988,0.916,0.0893,0.329,91.942,4,67,classical french_romanticism late_romantic_era,17,"['classical', 'french_romanticism', 'late_romantic_era']",low,Negative
No Vacation,6lbLn5iL2NBJnbib7bTXMn,Dræm Girl,Summer Break Mixtape,0.192,0.952,2,-5.888,1,0.258,0.00164,0.716,0.307,0.262,172.752,4,59,indie_garage_rock indie_pop indie_surf,64,"['indie_garage_rock', 'indie_pop', 'indie_surf']",low,Neutral
No Vacation,1rEsbyBuQ0MqKF3dG7B0bf,Sad Valentine,Summer Break Mixtape,0.296,0.913,2,-6.144,1,0.068,0.0226,0.255,0.0583,0.183,171.314,4,59,indie_garage_rock indie_pop indie_surf,45,"['indie_garage_rock', 'indie_pop', 'indie_surf']",high,Negative
Banes World,5Ss6DqCldgTmIo6BekVOJT,You Say I'm in Love,You Say I'm in Love,0.625,0.285,1,-16.686,0,0.0537,0.438,0.00279,0.192,0.357,140.02,4,56,bedroom_pop indie_garage_rock,67,"['bedroom_pop', 'indie_garage_rock']",high,Positive
Banes World,4yp90BbE4dxPXfGGSpbFwT,Drowsy,Drowsy,0.594,0.185,8,-16.243,0,0.0319,0.957,0.00287,0.118,0.415,127.085,3,56,bedroom_pop indie_garage_rock,0,"['bedroom_pop', 'indie_garage_rock']",low,Neutral
PWR BTTM,49MHzAcdjObyNqKcRVw3vZ,Serving Goffman,Ugly Cherries,0.496,0.84,2,-5.718,1,0.205,0.353,0.0,0.319,0.415,140.39,4,41,queercore,25,['queercore'],low,Neutral
Tears For Fears,0KG3m0KDzDg7uLHqtfTvpJ,Sea Song,Songs From The Big Chair,0.311,0.105,4,-19.444,0,0.0336,0.905,0.000251,0.164,0.0385,129.491,4,73,new_romantic new_wave new_wave_pop permanent_wave rock soft_rock sophisti-pop synthpop,0,"['new_romantic', 'new_wave', 'new_wave_pop', 'permanent_wave', 'rock', 'soft_rock', 'sophisti-pop', 'synthpop']",low,Neutral
Natureboy,5wNOm5nP4YRv2vywrgpwIq,Fortune Only,Only No One,0.361,0.392,11,-11.679,1,0.0312,0.774,0.145,0.107,0.238,130.662,3,8,unknown,13,['unknown'],high,Neutral
Joy Again,0EKH4YxisqaxUMnV2x0ZrW,Looking out for You,Looking out for You,0.682,0.9,9,-5.028,1,0.0873,0.0891,0.063,0.0685,0.937,100.721,4,69,indie_garage_rock,0,['indie_garage_rock'],low,Neutral
Joy Again,3MGo8vd3wIQ7PmHgj9hEdO,Necromancer,Joy Again - EP,0.593,0.154,4,-12.668,1,0.0471,0.979,2.48e-05,0.116,0.115,118.151,4,69,indie_garage_rock,0,['indie_garage_rock'],low,Neutral
Joy Again,13XifhwLU68h7Z3uCm8GLw,Mistakes,Joy Again - EP,0.702,0.361,6,-9.078,1,0.0303,0.00344,0.838,0.29,0.367,106.137,4,69,indie_garage_rock,0,['indie_garage_rock'],low,Neutral
Part Time,3MK5vIP1wJqtxQOxp4d3j7,Strangest Eyes,Virgo's Maze,0.748,0.625,6,-11.09,1,0.0306,0.135,0.887,0.105,0.814,125.563,4,50,chillwave experimental_pop indie_garage_rock,0,"['chillwave', 'experimental_pop', 'indie_garage_rock']",low,Neutral
Part Time,0nKnz4M421QMOZyXSlw8pk,It's Elizabeth,Virgo's Maze,0.516,0.626,10,-7.594,1,0.0326,0.00471,0.639,0.318,0.456,123.055,4,50,chillwave experimental_pop indie_garage_rock,0,"['chillwave', 'experimental_pop', 'indie_garage_rock']",low,Neutral
Part Time,0y6J7BPS6JTDkFOB7HIYPt,Pussy of my Dreams,Virgo's Maze,0.683,0.592,4,-11.749,1,0.0786,0.0024,0.00436,0.318,0.689,124.973,4,50,chillwave experimental_pop indie_garage_rock,0,"['chillwave', 'experimental_pop', 'indie_garage_rock']",low,Neutral
Part Time,7pQcijAjMJ6wAF1wTkR6bQ,19,What Would You Say?,0.609,0.536,1,-9.091,1,0.0317,1.84e-05,0.876,0.384,0.561,123.699,4,50,chillwave experimental_pop indie_garage_rock,0,"['chillwave', 'experimental_pop', 'indie_garage_rock']",low,Neutral
King Krule,41KIQllu3eKuD4RdLSpzX0,Neptune Estate,6 Feet Beneath The Moon,0.653,0.657,1,-7.096,1,0.232,0.728,0.000264,0.276,0.223,79.968,4,62,uk_alternative_pop,0,['uk_alternative_pop'],low,Neutral
The Preatures,71l93iUkmRg9jpeAgjN3LU,Somebody's Talking,Blue Planet Eyes,0.498,0.657,5,-6.66,1,0.043,0.00434,0.000384,0.11,0.796,176.039,4,48,australian_indie australian_indie_rock australian_pop,47,"['australian_indie', 'australian_indie_rock', 'australian_pop']",low,Neutral
DIIV,2K0HAp3di1AvmIjYYdPk4J,Bent (Roi's Song),Is the Is Are,0.558,0.855,2,-5.243,1,0.0343,0.00342,0.934,0.175,0.574,130.01,4,53,brooklyn_indie chillwave dream_pop dreamo indie_garage_rock indie_rock indie_surf modern_alternative_rock modern_dream_pop modern_rock neo-psychedelic nu_gaze shoegaze,12,"['brooklyn_indie', 'chillwave', 'dream_pop', 'dreamo', 'indie_garage_rock', 'indie_rock', 'indie_surf', 'modern_alternative_rock', 'modern_dream_pop', 'modern_rock', 'neo-psychedelic', 'nu_gaze', 'shoegaze']",low,Neutral
Gazebos,4RCjEqGNS8xdU4nOhzDp0E,Just Get High,Die Alone,0.337,0.701,9,-6.974,1,0.0306,0.00112,0.0,0.201,0.434,143.066,4,2,unknown,0,['unknown'],high,Positive
Tacocat,1sXFe0GAwr8ml6vKTViZLP,I Love Seattle,Lost Time,0.269,0.941,2,-4.604,1,0.0578,0.000173,1.13e-06,0.161,0.664,88.85,4,36,bubblegrunge indie_punk indie_surf power-pop_punk riot_grrrl seattle_indie,0,"['bubblegrunge', 'indie_punk', 'indie_surf', 'power-pop_punk', 'riot_grrrl', 'seattle_indie']",high,Positive
Army Navy,0yh8lUyxqhugZ4pngSJjFO,Dark as Days,Army Navy,0.38,0.923,7,-4.04,1,0.067,0.00093,6.98e-05,0.256,0.516,143.057,4,24,modern_power_pop,0,['modern_power_pop'],high,Negative
The Lonely Forest,6BAwTzs5CWWuaaOpp6mTeL,End It Now!,Arrows,0.265,0.947,2,-6.674,1,0.103,1.79e-05,0.000323,0.208,0.226,170.175,4,24,piano_rock washington_indie,7,"['piano_rock', 'washington_indie']",low,Neutral
Rooney,7bBEDtVmP86Zli3NmBV17y,When Did Your Heart Go Missing?,Calling The World,0.598,0.93,9,-4.014,0,0.0466,0.00176,0.0,0.0353,0.97,175.795,4,45,modern_power_pop,49,['modern_power_pop'],low,Negative
Bloc Party,6Y1iE1DeplhVDUgW8QiCaS,Signs,Intimacy,0.613,0.639,1,-9.681,0,0.0288,0.0184,0.431,0.0948,0.244,117.97,4,64,alternative_dance alternative_rock dance-punk indie_rock modern_rock new_rave rock,0,"['alternative_dance', 'alternative_rock', 'dance-punk', 'indie_rock', 'modern_rock', 'new_rave', 'rock']",low,Neutral
Waxahatchee,3F2UF9hqzcMIi41dmTvh4e,Under A Rock,Ivy Tripp,0.326,0.84,2,-4.319,1,0.0592,0.000505,0.0,0.292,0.445,120.361,4,56,alabama_indie art_pop bubblegrunge folk freak_folk indie_folk indie_pop indie_rock,0,"['alabama_indie', 'art_pop', 'bubblegrunge', 'folk', 'freak_folk', 'indie_folk', 'indie_pop', 'indie_rock']",low,Neutral
